authid,pubid,author,pub_type,year,title,doi,classification,country,nature,lang,keywords,authors,author_position
44,154,Daniela Martí Barros,Trabalho em Evento,2006.0,O arsênio e a memória em paulistinha (Danio rerio).,,Nacional,Brasil,Resumo,Português,,"CASTRO, Michele; SALOMÃO, Diana; ACOSTA, Daiane; MARINS, Luis Fernando; GERACITANO, Laura; MONSERRAT, Jose Maria; BARROS, D. M.;Barros, D.M.;Barros, Daniela Martí;BARROS, D;Barros, Daniela M.;BARROS, DANIELA M.; LIMA, Juliane Ventura",
44,154,Daniela Martí Barros,Trabalho em Evento,2006.0,O arsênio e a memória em paulistinha (Danio rerio),,Nacional,Brasil,Resumo,Português,  arsênio; memória; zebrafish; esquiva inibitória,"CASTRO, Micheli; SALOMÃO, Diana; ACOSTA, Daiane; LIMA, Juliane Ventura; MARINS, Luis Fernando; GERACITANO, Laura; MONSERRAT, José Maria; BARROS, D. M.;Barros, D.M.;Barros, Daniela Martí;BARROS, D;Barros, Daniela M.;BARROS, DANIELA M.",Último
82,154,José María Monserrat,Trabalho em Evento,2006.0,O arsênio e a memória em paulistinha (Danio rerio),,Nacional,Brasil,Resumo,Português,  memória; arsênio; esquiva inibitória; amnésia; peixes; toxicologia aquática,"CASTRO, Micheli Rosa; SALOMÃO, Diana; ACOSTA, Daiane; LIMA, Juliane Ventura; MARINS, Luis Fernando Fernandes; GERACITANO, Laura Alicia; MONSERRAT, José María;MONSERRAT, J;Martinez, P. E.;MONSERRAT, J.;Monserrat, José Maria;Monserrat, J.; BARROS, Daniela Martí",
8,156,Alexandre Antonio Naujorks,Artigo Publicado,2016.0,ASSISTÊNCIA A CRIANÇA NA ATENÇÃO BÁSICA: UMA REVISÃO DA LITERATURA,,,,Completo,Português,  ASSISTÊNCIA DE ENFERMAGEM; ESTRATÉGIA DE SAÚDE DA FAMÍLIA; PUERICULTURA,"CHAGAS, C. B. L.; COSTENARO, R. G. S.; HAEFFNER, L. S. B.; ZAMBERLAN, C.; Naujorks, A. A.",Último
39,156,Cláudia Zamberlan,Artigo Publicado,2016.0,Assistência à criança na atenção básica: uma revisão de literatura,,,,Completo,Português,,"CHAGAS, C. B. C.; NAUJORKS, A. A.; COSTENARO, R. G. S.; HAEFFNER, L. S. B.; ZAMBERLAN, CLAUDIA",Último
92,156,Leris Salete Bonfanti Haeffner,Artigo Publicado,2016.0,Assistência à criança na atenção básica: uma revisão da literatura,,,,Completo,Português,  Assistência de enfermagem; Estratégia de Saúde da Família; Puericultura,"CHAGAS, C. B. L.; NAUJORKS, A.; COSTENARO, R. G. S.; Leris Salete Bonfanti Haeffner; ZAMBAERLAN, C.",
1,157,Adriana Dall'Asta Pereira,Trabalho em Evento,2015.0,Importância da Sistematização da Assistência de Enfermagem em uma Unidade Hospitalar,,Internacional,Brasil,Completo,Português,  Enfermagem; Sistematização da Assistência de Enfermagem,"FERREIRA, Carla Lizandra de Lima; PEREIRA, A. D.; BASSAN, L.; FERREIRA, L. B.",
1,157,Adriana Dall'Asta Pereira,Trabalho em Evento,2015.0,IMPORTÂNCIA DA SISTEMATIZAÇÃO DA ASSISTÊNCIA DE ENFERMAGEM EM UMA UNIDADE HOSPITALAR,,Internacional,Brasil,Resumo Expandido,Português,,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; BASSAN, L.; FERREIRA, L. B.",Primeiro
31,157,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2015.0,Importância da Sistematização da Assistência de Enfermagem em uma unidade hospitalar,,Internacional,Brasil,Completo,Português,  sistematização da assistência de enfermagem; unidade hospitalar; enfermagem,"BASSAN, L.; FERREIRA, L. B.; PEREIRA, Adriana Dall'asta; FERREIRA, CARLA LIZANDRA DE LIMA",Último
38,158,Claudia Maria Gabert Diaz,Trabalho em Evento,2017.0,Práticas de humanização na assistência ao parto e nascimento hospitalar,,Internacional,Brasil,Completo,Português,  Parto Humanizado,"NOGUEIRA, E. M. R.; BERLT, M.; MORESCHI, C.; DIAZ, C. M. G.; COSTENARO, R.G.S.; FILIPPIN, N. T.",
118,158,Nadiesca Taisa Filippin,Trabalho em Evento,2017.0,Práticas de humanização na assistência ao parto e nascimento hospitalar,,Internacional,Brasil,Completo,Português,,"RAZERA, E. M. N.; BERLT, M.; MORESCHI, C.; DIAZ, C. M. G.; COSTENARO, R. G. S.; FILIPPIN, N. T.",Último
118,158,Nadiesca Taisa Filippin,Artigo Aceito para Publicação,2018.0,PRÁTICAS DE HUMANIZAÇÃO NA ASSISTÊNCIA AO PARTO E NASCIMENTO HOSPITALAR,,,,Não Informado,Português,,"RAZERA, E. M. N.; FILIPPIN, N. T.",Último
1,159,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,Humanização da Assistência de Enfermagem Oncológica na Atenção Básica de Saúde: Um modelo a ser conquistado,,Regional,Brasil,Completo,Português,,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; BARATTO, F.; NUNES, Simone dos Santos; BACKES, D. S.",Primeiro
1,159,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,A HUMANIZAÇÃO DA ASSISTÊNCIA DE ENFERMAGEM ONCOLÓGICA NA ATENÇÃO BÁSICA DE SAÚDE: UM MODELO A SER CONQUISTADO,,Local,Brasil,Completo,Português,,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; BACKES, D. S.; NUNES, Simone dos Santos; BARATTO, F.",Primeiro
31,159,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2013.0,A humanização da assistência de enfermagem oncológica na atenção basica de saúde: um modelo a ser conquistado,,Regional,Brasil,Completo,Português,  oncologia; Humanização da Assistência; enfermagem; atenção básica de saúde,"BARATTO, F; FERREIRA, CARLA LIZANDRA DE LIMA; PEREIRA, Adriana Dall'asta; NUNES, S. S.; BACKES, DIRCE STEIN",
86,161,Juliana Saibt Martins,Trabalho em Evento,2016.0,Condições de saúde bucal em indivíduos com paralisia cerebral associadas ao tipo de função motora.,,Regional,Brasil,Resumo,Português,,"GUERREIRO, G. G.; MARTINS, J. S.; BENTO, L. W.",
93,161,Letícia Westphalen Bento,Trabalho em Evento,2016.0,Condições de Saúde Bucal em Indivíduos com Paralisia Cerebral Associadas ao tipo de Função Motora,,Nacional,Brasil,Resumo,Português,,"GUERREIRO, G. G.; MARTINS, J. S.; BENTO, L. W.",Último
93,161,Letícia Westphalen Bento,Trabalho em Evento,2017.0,CONDIÇÕES DE SAÚDE BUCAL EM INDIVÍDUOS COM PARALISIA CEREBRAL ASSOCIADAS AO TIPO DE FUNÇÃO MOTORA,,Nacional,Brasil,Resumo,Português,,"GUERREIRO, G. G.; MALTA, C.; MARQUES, C.; MARTINS, J. S.; BENTO, L. W.",Último
25,162,Bianca Zimmermann dos Santos,Trabalho em Evento,2017.0,Prevalência de cárie dentária em gestantes e fatores associados,,Regional,Brasil,Completo,Bretão,,"LIMA, T. B.; BOLSSON, G. B.; DOTTO, P. P.; DOS SANTOS, B. Z.",Último
125,162,Patrícia Pasquali Dotto,Trabalho em Evento,2017.0,Prevalência de cárie dentária em gestantes e fatores associados,,Local,Brasil,Completo,Bretão,,"LIMA, T. B.; BOLSSON, G. B.; DOTTO, P. P.; SANTOS, B. Z.",
25,162,Bianca Zimmermann dos Santos,Trabalho em Evento,2018.0,Prevalência de cárie dentária em gestantes e fatores associados,,Nacional,Brasil,Resumo,Português,,"GRASEL, R. R.; LIMA, T. B.; BOLSSON, G. B.; GUEDES, R. S.; DOS SANTOS, B. Z.",Último
43,163,Cristina Saling Kruel,Artigo Publicado,2014.0,Indicadores de risco associados ao consumo de drogas ilícitas em escolares de uma comunidade do sul do Brasil,,,,Completo,Português,  Escola; Risco; Drogas ilícitas,"BACKES, Dirce Stein; ZANATTA, F. B.; COSTENARO, R. G. S.; RANGEL, R. F.; BERTOLDO, J. V.; KRUEL, Cristina Saling; MATTOS, K. M.",
89,163,Karen Mello de Mattos Margutti,Artigo Publicado,2014.0,Indicadores de risco associados ao consumo de drogas ilícitas em escolares de uma comunidade no Sul do Brasil,,,,Completo,Português,,"ZANATTA, Fabrício; RANGEL, Roseani; BERTOLDO, Janice V.; BACKES, Dirce Stein; MATTOS, Karen Mello de;MATTOS, KAREN MELLO DE;MARGUTTI, Karen Mello de Mattos;MARGUTTI, Karen M. M.;; COSTENARO, Regina; KRUEL, Cristina S.",
144,163,Rosiane Filipin Rangel,Artigo Publicado,2014.0,Indicadores de risco associados ao consumo de drogas ilícitas em escolares de uma comunidade do sul do Brasil,10.1590/1413-81232014193.00522013,,,Completo,Inglês,,"BACKES, D. S.; ZANATTA, F. B.; COSTENARO, R. G. S.; RANGEL, R. F.; BERTOLDO, J. V.; KRUEL, C. S.; MATTOS, K. M.",
53,164,Eleni Bisognin,Artigo Publicado,2009.0,Atividades Investigativas com Recursos Computacionais no Estudo de Sucessões Numéricas,,,,Completo,Português,  Sucessões Numéricas; Recursos Computacionais no Ensino; Ensino e Aprendizagem em Matemática,"BISOGNIN, E.;BISOGNIN, ELENI; TREVISAN, Maria Do Carmo Barbosa; BISOGNIN, Vanilde",Primeiro
53,164,Eleni Bisognin,Trabalho em Evento,2009.0,Atividades Investigativas com Recursos Computacionais no Estudo de Sucessões Numéricas,,Nacional,Brasil,Completo,Português,  Sucessões Numéricas; Recursos Computacionais no Ensino; Ensino e Aprendizagem em Matemática,"BISOGNIN, E.;BISOGNIN, ELENI; TREVISAN, Maria Do Carmo Barbosa; BISOGNIN, Vanilde",Primeiro
162,164,Vanilde Bisognin,Artigo Publicado,2009.0,Atividades Investigativas com Recursos Computacionais no Estudo de Sucessões Numéricas.,,,,Completo,Português,  Sucessões numéricas; Investigação matemática; Ensino e aprendizagem de matemática,"BISOGNIN, V; BISOGNIN, Eleni; BARBOSATTREVISAN, Maria Do Carmo",Primeiro
62,167,Flavio Orlando Plentz Filho,Artigo Publicado,2007.0,Atomic size-limited intercalation into single wall carbon nanotubes,10.1088/0957-4484/18/43/435705,,,Completo,Inglês,  nanotubos de carbono; Photoluminescence; Raman,"GRIGORIAN, L.; COLBERN, S.; MACIEL, I. O.; PIMENTA, M. A.; Plentz, F.; JORIO, A.",
75,167,Indhira Oliveira Maciel,Artigo Publicado,2007.0,Atomic size-limited intercalation into single wall carbon nanotubes,10.1088/0957-4484/18/43/435705,,,Completo,Inglês,,"L Grigorian; COLBERN, S.; MACIEL, I. O.;Maciel, Indhira O.;Maciel, I.O.;Maciel, Indhira Oliveira;Maciel, IO; M. Pimenta; Plentz, F.; Jorio, A.",
108,167,Marcos Assuncao Pimenta,Artigo Publicado,2007.0,Atomic size-limited intercalation into single wall carbon nanotubes,,,,Completo,Inglês,,"GRIGORIAN, L.; COLBERN, S.; MACIEL, I. O.; PIMENTA, M. A.;Pimenta, M. A.;Pimenta, Marcos A.;Pimenta, M.;Pimenta, M A;Pimenta, M.A.;PIMENTA, MAR; PLENTZ FILHO, F; JORIO, A.",
47,168,Diogo Duarte dos Reis,Trabalho em Evento,2013.0,Determination of the Surface Atomic Structure of the Topological Insulators Bi2Se3 and Bi2Te3 by Low Energy Electron Diffraction,,Internacional,Alemanha,Resumo,Inglês,,"dos Reis, D.D.; BARRETO, LUCAS; SILVA, WENDELL SIMOES; SOARES, EDMAR AVELLAR; HOFMANN, PHILIP; V. E. de Carvalho",Primeiro
50,168,Edmar Avellar Soares,Trabalho em Evento,2013.0,Determination of the Surface Atomic Structure of the Topological Insulators Bi2Se3 and Bi2Te3 by Low Energy Electron Diffraction,,Internacional,Alemanha,Resumo,Inglês,  isolantes topológicos; Difracao de Eletrons; cristalografia,"dos Reis, D.D.; BARRETO, L.; e SILVA, W. S.; SOARES, E. A.; HOFMANN, P.; CARVALHO, V. E.",
160,168,Vagner Eustaquio de Carvalho,Trabalho em Evento,2013.0,Determination of the Surface Atomic Structure of the Topological Insulators Bi2Se3 and Bi2Te3 by Low Energy Electron Diffraction,,Nao Informado,Alemanha,Resumo,Inglês,,"dos Reis, D.D.; BARRETO, L.; W. Simões e Silva; Soares, E.A.; Phil Hofmann; V. E. de Carvalho",Último
53,169,Eleni Bisognin,Trabalho em Evento,1997.0,Global Attractor for a BBM's Type Equation,,Internacional,Estados Unidos,Resumo,Inglês,,"FERNANDEZ, C.; BISOGNIN, E.;BISOGNIN, ELENI; BISOGNIN, Vanilde; ASTABURRUAGA, M. A.",
53,169,Eleni Bisognin,Trabalho em Evento,1997.0,Global Attractor for a BBM's Type Equation,,Internacional,Estados Unidos,Resumo,Inglês,  Existence of global solution; Global Attractor; Finite dimention of attractor,"FERNANDEZ, C.; ASTABURRUAGA, M. A.; BISOGNIN, E.;BISOGNIN, ELENI; BISOGNIN, Vanilde",
162,169,Vanilde Bisognin,Trabalho em Evento,1997.0,Global attractor for a BBM's type equation,,Internacional,Estados Unidos,Resumo,Inglês,  Existencia de solução global; Existência de atrator global; Dimensão do atrator,"BISOGNIN, V.;Bisognin, Vanilde; BISOGNIN, Eleni; ASTABURRUAGA, M. A.; FERNANDEZ, C.",Primeiro
47,170,Diogo Duarte dos Reis,Trabalho em Evento,2011.0,Growth and Structure of Mn on Au(110) Investigated by Low Energy Electron Diffraction and Scanning Tunneling Microscopy,,Internacional,Brasil,Resumo,Inglês,,"dos Reis, D.D.; Wendell Simões e Silva; Rogério Magalhães Paniago; de Carvalho, V.E.; Soares, E.A.",Primeiro
50,170,Edmar Avellar Soares,Trabalho em Evento,2011.0,Growth and Structure of Mn on Au(110) Investigated by Low Energy Electron Diffraction and Scanning Tunneling Microscopy,,Internacional,Brasil,Resumo,Inglês,  ligas superficiais; Magnetismo em Superfícies; microscopia de tunelamento,"dos Reis, D.D.; e SILVA, W. S.; PANIAGO, R. M.; CARVALHO, V. E.; SOARES, E. A.",Último
160,170,Vagner Eustaquio de Carvalho,Trabalho em Evento,2011.0,Growth and Structure of Mn on Au(110) investigated by Low Energy Electron Diffraction and Scanning Tunneling Microscopy,,Nacional,Brasil,Resumo,Inglês,  Filmes crescimento; Au(110); STM,"Reis, D.D. dos; PANIAGO, R. M.; de Carvalho, V.E.; E. A. Soares",
47,171,Diogo Duarte dos Reis,Artigo Publicado,2010.0,Geometry of the Au(110)-(1×2) missing-row clean surface: A New LEED and DFT study,10.1016/j.susc.2009.12.027,,,Completo,Inglês,,"Reis, D.D. dos; Negreiros, F.R.; de Carvalho, V.E.; Soares, E.A.",Primeiro
50,171,Edmar Avellar Soares,Artigo Publicado,2010.0,Geometry of the Au(110)-(1×2) missing-row clean surface: A New LEED and DFT study,10.1016/j.susc.2009.12.027,,,Completo,Inglês,  Difração de Elétrons de Baixa Energia; reconstrução; estrutura,"Reis, D.D. dos; Negreiros, F.R.; de Carvalho, V.E.; Soares, E.A.",Último
160,171,Vagner Eustaquio de Carvalho,Artigo Publicado,2010.0,Geometry of the Au(110)-(1×2) missing-row clean surface: A New LEED and DFT study,10.1016/j.susc.2009.12.027,,,Completo,Inglês,,"Reis, D.D. dos; Negreiros, F.R.; CARVALHO, V. E. ou de CARVALHO, V. E.;de Carvalho, V.E.;de Carvalho, V. E.;de Carvalho, Vagner E;DE ; Soares, E.A.",
47,172,Diogo Duarte dos Reis,Trabalho em Evento,2011.0,Investigation of Au(110)-c(2x2)Sb Surface Structure by Low Energy Electron Diffraction and Density Functional Theory,,Internacional,Hong Kong,Resumo,Inglês,,"DOS REIS, D D; Negreiros, F.R.; V. E. de Carvalho; SOARES, E A; DE CASTILHO, C.M.C.",Primeiro
50,172,Edmar Avellar Soares,Trabalho em Evento,2011.0,Investigation of Au(110)-c(2x2)Sb Surface Structure by Low Energy Electron Diffraction and Density Functional Theory,,Internacional,Hong Kong,Resumo,Inglês,  ligas superficiais; Difração de Elétrons de Baixa Energia; reconstrução,"dos Reis, D.D.; Negreiros, F.R.; CARVALHO, V. E.; SOARES, E. A.; CASTILHO, C. M. C.",
160,172,Vagner Eustaquio de Carvalho,Trabalho em Evento,2011.0,Investigation of Au(110)-c(2x2)Sb surface structure by Low Energy Electron Diffraction and Density Functional Theory,,Internacional,Brasil,Resumo,Inglês,,"Reis, D.D. dos; F. N. Ribeiro; de Carvalho, V.E.; E. A. Soares; CASTILHO, C. M. C.",
1,174,Adriana Dall'Asta Pereira,Capítulo de Livro Publicado,2015.0,Enfermagem na Sala de Aula: Um espaço de Educação para a Saúde,,,Brasil,,Português,  Enfermagem; Educação em Saúde; Pesquisa-ação,"BRUM, B. L.; FERREIRA, Carla Lizandra de Lima; PEREIRA, A. D.; DIAZ, C. M. G.",
31,174,Carla Lizandra de Lima Ferreira,Capítulo de Livro Publicado,2015.0,Enfermagem na sala de aula: um espaço de educação para saude,,,Brasil,,Português,  enfermagem; pesquisa ação; educação em saúde,"BRUM, B. L.; FERREIRA, CARLA LIZANDRA DE LIMA; PEREIRA, Adriana Dall'asta; DIAZ, C. M.",
38,174,Claudia Maria Gabert Diaz,Capítulo de Livro Publicado,2015.0,Enfermagem na sala de aula: um espaço de educação para a saúde,,,Brasil,,Português,  Enfermagem; Pesquisa ação; Educação em Saúde,"BRUM, B. L.; FERREIRA, C.L.L.; PEREIRA, A. D.; DIAZ, C. M. G.",Último
50,175,Edmar Avellar Soares,Trabalho em Evento,1996.0,Structural Determination of the InSb(110) Surface by the Automated Tensor LEED Program,,Internacional,França,Resumo,Inglês,  LEED; superfícies; semicondutores; estrutura,"SOARES, E. A.;Soares, E A;Soares, E.A.;Soares, Edmar A;Avellar Soares, Edmar; CARVALHO, V. E.; CASTILHO, C. M. C.",Primeiro
50,175,Edmar Avellar Soares,Artigo Publicado,1998.0,Structural Determination of the InSb(110) Surface by the Automated Tensor LEED Program,,,,Completo,Inglês,  LEED; semicondutores; temperatura de Debye; cristalografia,"SOARES, E. A.;Soares, E A;Soares, E.A.;Soares, Edmar A;Avellar Soares, Edmar; CARVALHO, V. E.; CASTILHO, C. M. C.",Primeiro
160,175,Vagner Eustaquio de Carvalho,Artigo Publicado,1998.0,Structural determination of the Insb(110) surface by the Automated Tensor Leed Program,,,,Completo,Inglês,  Insb(110); Structural Determination,"SOARES, E.; CARVALHO, V. E. ou de CARVALHO, V. E.;de Carvalho, V.E.;de Carvalho, V. E.;de Carvalho, Vagner E;DE ",Último
70,176,Guilherme Chagas Kurtz,Artigo Publicado,2015.0,Software para Auxílio no Processo de Elaboração do Cariótipo,,,,Completo,Português,,"KURTZ, G. C.;KURTZ, GUILHERME CHAGAS; CANTARELLI, G. S.; SAGRILLO, M. R.; PIRES, F. G.",Primeiro
72,176,Gustavo Stangherlin Cantarelli,Artigo Publicado,2015.0,Software para Auxílio no Processo de Elaboração do Cariótipo,,,,Completo,Português,  Desenvolvimento de Softwares; Cromossomos; Computação Gráfica; ICONIX,"KURTZ, G. C.; CANTARELLI, GUSTAVO. S.; SAGRILLO, M. R.; PIRES, F. G.",
114,176,Michele Rorato Sagrillo,Artigo Publicado,2015.0,Software para Auxílio no Processo de Elaboração do Cariótipo,,,,Completo,Português,,"KURTZ, G. C.; CANTARELLI, G. S.; SAGRILLO, M. R.; PIRES, F. G.",
25,177,Bianca Zimmermann dos Santos,Trabalho em Evento,2014.0,Avaliação in vitro da contaminação de escovas dentais,,Regional,Brasil,Resumo,Português,,"CONTO, D.; RODRIGUES FILHO, J. A. W.; ROJAI, K. C. D.; SANTOS, B. Z.; BELITZ, G. S.; DOTTO, P. P.",
125,177,Patrícia Pasquali Dotto,Trabalho em Evento,2014.0,Avaliacao in vitro da contaminacao de escovas dentais,,Local,Brasil,Resumo,Português,,"DE CONTO, D.; RODRIGUES FILHO, J. A. W.; ROJAI, K. C. D.; SANTOS, B. Z.; BELITZ, B. S.; DOTTO, Patricia Pasquali",Último
125,177,Patrícia Pasquali Dotto,Trabalho em Evento,2017.0,Avaliação in vitro da contaminação de escovas dentais,,Internacional,Brasil,Resumo,Português,,"ROJAI, K.C.D.; BOLSSON, G. B.; BIANCHINI, B. V.; JARDIM, L.C.; SANTOS, B. Z.; DOTTO, P. P.",Último
99,178,Luciane Varini Laporta,Trabalho em Evento,2017.0,Determinação espectrofotométrica na região do ultravioleta: avaliação da linearidade de quercetina,,Regional,Brasil,Resumo,Português,,"LARA, J. D.; MUSSOI, T. D.; SANTOS, M. R. DOS; LAPORTA, L. V.; NISHIHIRA, V. K.; RECK, V. C.",
158,178,Thiago Durand Mussoi,Trabalho em Evento,2017.0,Determinação Espectrofotométrica na região do ultravioleta: Avaliação da linearidade de quercetina.,,Nao Informado,Brasil,Resumo,Português,,"LARA, J. D.; SANTOS, M. R.; LAPORTA, L. V.; NISHIHIRA, V. S. K.; MUSSOI, T. D.; RECH, V. C.",
164,178,Virginia Cielo Rech,Trabalho em Evento,2017.0,DETERMINAÇÃO ESPECTROFOTOMÉTRICA NA REGIÃO DO ULTRAVIOLETA: AVALIAÇÃO DA LINEARIDADE DE QUERCETINA,,Local,Brasil,Resumo,Português,,"LARA, J. D.; SANTOS, M. R.; LAPORTA, L. V.; MUSSOI, T. D.; NISHIHIRA, V. S. K.; RECH, VIRGINIA C.",Último
25,179,Bianca Zimmermann dos Santos,Trabalho em Evento,2013.0,Avaliação da eficácia de dois métodos de degermação cirúrgica das mãos,,Local,Brasil,Resumo,Português,,"ANTES, G. B.; ZUCUNI, C. P.; FAVARIN, A. G.; SANTOS, B. Z.; SILVA, C. P. C.; DOTTO, P. P.",
125,179,Patrícia Pasquali Dotto,Trabalho em Evento,2013.0,Avaliação da eficácia de dois métodos de degermação cirúrgica das mãos,,Local,Brasil,Resumo,Português,,"ANTES, G.B.; ZUCUNI, C. P.; FAVARIN, A.G.; DOTTO, Patricia Pasquali",Último
125,179,Patrícia Pasquali Dotto,Trabalho em Evento,2014.0,Avaliação da eficácia de dois métodos de degermação cirúrgica das mãos,,Regional,Brasil,Resumo,Bretão,,"ANTES, G.B.; FAVARIN, A. G.; ZUCUNI, C. P.; BARBOZA, V. S.; DOTTO, P. P.",Último
0,181,Adelina Pinheiro Santos,Artigo Publicado,2002.0,Study of bare and functionalized Zirconia Nanoparticles Filled Polymer Electrolytes Based on a Polyurethane,,,Estados Unidos,Completo,Inglês,  polymer electrolyte; zirconia; poliuretana; nanocompósitos; impedance spectroscopy,"CONCEIÇÃO, P. V. S.; FARIA, L. O.; SANTOS, A. P.;Santos, A.P.;Santos, Adelina P.;SANTOS, ADELINA PINHEIRO;SANTOS, ADELINA P.;SANTOS, AD; FURTADO, C. A.",
0,181,Adelina Pinheiro Santos,Trabalho em Evento,2002.0,Study of bare and functionalized Zirconia Nanoparticles Filled Polymer Electrolytes Based on a Polyurethane,,Internacional,Estados Unidos,Completo,Inglês,  polymer electrolyte; zirconia; propriedades de transporte; poliuretana; nanocompósitos; impedance spectroscopy,"CONCEIÇÃO, P. V. S.; FARIA, L. O.; SANTOS, A. P.;Santos, A.P.;Santos, Adelina P.;SANTOS, ADELINA PINHEIRO;SANTOS, ADELINA P.;SANTOS, AD; FURTADO, C. A.",
36,181,Clascidia Aparecida Furtado,Trabalho em Evento,2002.0,Study of bare and functionalized Zirconia Nanoparticles Filled Polymer Electrolytes Based on a Polyurethane,,Internacional,Estados Unidos,Completo,Inglês,  nanaocomposites; polyurethane; zirconia; polymer electrolyte; conductivity; MEV,"FURTADO, C. A.;Furtado, Clascidia A.;Furtado, C.A.;Furtado, C A;FURTADO, CLASCÍDIA APARECIDA;FURTADO; SANTOS, A. P.; FARIA, L. O.; CONCEICAO, P. V. S.",Primeiro
14,182,Ana Lúcia de Freitas Saccol,Artigo Publicado,2012.0,QUALIDADE SANITÁRIA DE LIMÕES UTILIZADOS PARA BEBIDAS EM BARES NOTURNOS DE SANTA MARIA-RS,,,,Completo,Português,,"RODRIGUES, D. S.; Bosi, G.F.; SACCOL, ANA LÚCIA DE FREITAS; Bertagnolli, S.M.M.; Moraes, C.M.B.; Carpes, A.; Krause, L.F.",
151,182,Silvana Maria Michelin Bertagnolli,Artigo Publicado,2012.0,QUALIDADE SANITÁRIA DE LIMÕES UTILIZADOS PARA BEBIDAS EM BARES NOTURNOS DE SANTA MARIA - RS,,,,Completo,Português,,"RODRIGUES, D. S.; BOSSI, G. F.; SACCOL, A. L. F.; BERTAGNOLLI, S. M. M.;BERTAGNOLLI, SILVANA MARIA MICHELIN; MORAES, C. M. B.; CARPES, A. D.; KRAUSE, L. F.",
97,182,Luciana Maria Fontanari Krause,Artigo Publicado,2013.0,Qualidade sanitária de limões utilizados para bebidas em bares noturnos de Santa,,,,Completo,Português,,"RODRIGUES, D. S.; BOSI, G. F.; SACCOL, A. L. F.; BERTAGNOLLI, S. M. M.; MORAES, C. B.; Carpes, A. D.; FONTANARI, L. M. ou FONTANARI KRAUSE, L.M.",Último
37,183,Cláudia Lange dos Santos,Trabalho em Evento,2013.0,Estudo das Propriedades Eletrônicas e Estruturais de Fármacos Interagindo com Nanotubos de BC2N,,Nacional,Brasil,Resumo,Português,,"GOULART, L.; SANTOS, C. L.; SILVA, I. Z.; ROSSATO, J.",
37,183,Cláudia Lange dos Santos,Trabalho em Evento,2013.0,Estudo das Propriedades Eletrônicas e Estruturais de Fármacos Interagindo com Nanotubos de BC2N,,Local,Brasil,Resumo,Português,,"GOULART, L.; SANTOS, C. L.; ROSSATO, J.",
76,183,Ivana Zanella da Silva,Trabalho em Evento,2013.0,Estudo das propriedades estruturais eletrônicas de fármacos interagindo com nanotubos de BC2N,,Nacional,Brasil,Resumo,Português,,"GOULART, L.; C. Lange; I. Zanella; J. Rossato",
18,184,Andre Santarosa Ferlauto,Artigo Publicado,2011.0,Thermal behavior of carbon nanotubes decorated with gold nanoparticles,10.1007/s10973-011-1565-y,,,Completo,Inglês,,"Lorençon, Eudes; Lacerda, Rodrigo G.; Ladeira, Luiz O.; Resende, Rodrigo R.; Ferlauto, André S.; Schuchardt, Ulf; Lago, Rochel M.",
136,184,Rodrigo Gribel Lacerda,Artigo Publicado,2011.0,Thermal behavior of carbon nanotubes decorated with gold nanoparticles,10.1007/s10973-011-1565-y,,,Completo,Inglês,,"Lorençon, Eudes; Lacerda, Rodrigo G.; Ladeira, Luiz O.; Resende, Rodrigo R.; Ferlauto, André S.; Schuchardt, Ulf; Lago, Rochel M.",
138,184,Rodrigo Ribeiro Resende,Artigo Publicado,2011.0,Thermal behavior of carbon nanotubes decorated with gold nanoparticles,10.1007/s10973-011-1565-y,,,Completo,Inglês,,"Lorençon, Eudes; Lacerda, Rodrigo G.; Ladeira, Luiz O.; Resende, Rodrigo R.; Ferlauto, André S.; Schuchardt, Ulf; Lago, Rochel M.",
47,186,Diogo Duarte dos Reis,Artigo Publicado,2013.0,Surface structure of Bi_{2}Se_{3}(111) determined by low-energy electron diffraction and surface x-ray diffraction,10.1103/physrevb.88.041404,,,Completo,Inglês,,"dos REIS, Diogo Duarte; NICKLIN, CHRIS; FERNANDES, WILLIANS PRINCIPE; MI, JIANLI; IVERSEN, BO BRUMMERSTEDT; HOFMANN, PHILIP; BARRETO, LUCAS; BIANCHI, MARCO; RIBEIRO, GUILHERME ALMEIDA SILVA; SOARES, EDMAR AVELLAR; SILVA, WENDELL SIMÕES E; DE CARVALHO, VAGNER EUSTÁQUIO; RAWLE, JONATHAN; HOESCH, MORITZ",Primeiro
50,186,Edmar Avellar Soares,Artigo Publicado,2013.0,Surface structure of Bi_{2}Se_{3}(111) determined by low-energy electron diffraction and surface x-ray diffraction,10.1103/physrevb.88.041404,,,Completo,Inglês,  isolantes topológicos; Difração de Elétrons de Baixa Energia; Difração de raios-x; determinacao estrutural; superfícies,"dos Reis, D.D.; NICKLIN, C.; FERNANDES, W. P.; MI, J.; IVERSEN, B. B.; HOFMANN, P.; BARRETO, L.; Bianchi, M.; RIBEIRO, G. A. S.; SOARES, E. A.; e SILVA, W. S.; de Carvalho, V.E.; RAWLE, J.; HOESCH, M.",
